Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,24.450001,25.600000,24.000000,24.900000,24.900000,274027185
2020-08-06,25.500000,26.850000,25.299999,26.600000,26.600000,366345737
2020-08-07,27.000000,27.400000,25.450001,25.600000,25.600000,334380253
2020-08-10,25.250000,26.200001,24.950001,25.299999,25.299999,187635317
2020-08-11,25.500000,25.900000,25.000000,25.000000,25.000000,144853117
2020-08-12,24.750000,24.799999,23.850000,23.950001,23.950001,207439232
2020-08-13,24.450001,24.700001,23.600000,23.750000,23.750000,153054743
2020-08-14,23.299999,23.750000,23.100000,23.549999,23.549999,120344792
2020-08-17,23.700001,24.500000,23.650000,24.150000,24.150000,139404132
2020-08-18,24.400000,24.600000,23.799999,24.100000,24.100000,139533521
2020-08-19,24.450001,24.450001,23.299999,23.400000,23.400000,114113905
2020-08-20,22.799999,23.100000,21.250000,21.799999,21.799999,202244929
2020-08-21,22.450001,22.750000,21.700001,21.799999,21.799999,159091172
2020-08-24,21.950001,22.700001,21.900000,22.600000,22.600000,120357007
2020-08-25,22.750000,22.799999,22.000000,22.150000,22.150000,102738857
2020-08-26,22.000000,22.350000,21.650000,22.350000,22.350000,73886072
2020-08-27,22.500000,22.650000,21.850000,21.950001,21.950001,84525878
2020-08-28,21.799999,22.200001,21.600000,21.900000,21.900000,69220042
2020-08-31,22.100000,22.150000,21.200001,21.200001,21.200001,125541719
2020-09-01,21.350000,21.950001,21.100000,21.900000,21.900000,77246352
2020-09-02,22.049999,22.100000,21.500000,21.700001,21.700001,57874308
2020-09-03,22.000000,22.150000,21.549999,21.549999,21.549999,87870341
2020-09-04,20.900000,21.450001,20.799999,21.450001,21.450001,73445360
2020-09-07,23.150000,23.549999,23.100000,23.549999,23.549999,97506968
2020-09-08,24.400000,24.600000,22.700001,22.700001,22.700001,316528524
2020-09-09,22.600000,23.950001,22.299999,23.700001,23.700001,206963405
2020-09-10,24.049999,24.150000,23.299999,23.350000,23.350000,143782472
2020-09-11,23.400000,23.500000,22.799999,23.000000,23.000000,78463966
2020-09-14,23.500000,24.100000,23.500000,23.900000,23.900000,142653704
2020-09-15,24.200001,25.799999,24.200001,25.299999,25.299999,379771700
2020-09-16,26.799999,27.200001,25.549999,25.700001,25.700001,306889814
2020-09-17,25.299999,26.000000,25.150000,25.750000,25.750000,137350124
2020-09-18,26.000000,26.400000,25.799999,25.799999,25.799999,136993058
2020-09-21,25.950001,26.100000,25.100000,25.150000,25.150000,120265077
2020-09-22,25.049999,25.500000,24.500000,25.100000,25.100000,122720357
2020-09-23,25.900000,26.100000,25.299999,26.000000,26.000000,195111094
2020-09-24,25.650000,26.500000,25.500000,25.950001,25.950001,283777370
2020-09-25,26.250000,26.299999,24.200001,25.000000,25.000000,209996417
2020-09-28,26.600000,27.500000,26.100000,27.500000,27.500000,407009836
2020-09-29,28.400000,29.299999,27.500000,27.500000,27.500000,543454402
2020-09-30,27.500000,28.850000,26.950001,28.549999,28.549999,426461468
2020-10-05,29.100000,29.799999,28.450001,28.700001,28.700001,313485862
2020-10-06,29.200001,29.299999,28.299999,28.350000,28.350000,226167129
2020-10-07,28.150000,29.600000,28.150000,29.500000,29.500000,317850848
2020-10-08,30.200001,32.450001,29.900000,32.200001,32.200001,644955830
2020-10-12,32.450001,32.750000,31.450001,32.049999,32.049999,351806211
2020-10-13,31.700001,31.900000,30.950001,31.549999,31.549999,214865396
2020-10-14,31.549999,32.650002,31.250000,32.200001,32.200001,265213805
2020-10-15,31.799999,32.799999,31.549999,31.549999,31.549999,228703623
2020-10-16,31.400000,31.750000,30.600000,30.650000,30.650000,225685120
2020-10-19,30.750000,31.600000,30.750000,31.000000,31.000000,136764453
2020-10-20,30.900000,31.299999,30.650000,31.200001,31.200001,104787052
2020-10-21,31.700001,32.650002,31.350000,31.350000,31.350000,352041400
2020-10-22,31.900000,33.000000,31.650000,33.000000,33.000000,425690375
2020-10-23,33.799999,34.000000,32.400002,32.750000,32.750000,406287172
2020-10-26,32.849998,33.500000,32.599998,33.000000,33.000000,186064706
2020-10-27,32.700001,33.650002,32.450001,33.500000,33.500000,183082712
2020-10-28,33.500000,33.500000,32.650002,32.650002,32.650002,179961503
2020-10-29,31.799999,33.200001,31.750000,32.950001,32.950001,282899784
2020-10-30,32.000000,32.400002,30.700001,30.700001,30.700001,484721864
2020-11-02,30.600000,30.900000,29.400000,29.650000,29.650000,297046063
2020-11-03,30.200001,30.500000,29.799999,29.799999,29.799999,161516722
2020-11-04,30.200001,31.950001,29.950001,31.650000,31.650000,314786322
2020-11-05,30.650000,30.799999,30.200001,30.549999,30.549999,212203072
2020-11-06,30.799999,31.200001,30.100000,30.500000,30.500000,149095674
2020-11-09,31.200001,31.900000,31.200001,31.799999,31.799999,196779825
2020-11-10,32.000000,32.200001,30.850000,31.000000,31.000000,164696992
2020-11-11,30.799999,31.450001,30.750000,31.000000,31.000000,90295810
2020-11-12,31.350000,31.900000,31.049999,31.100000,31.100000,111285946
2020-11-13,31.150000,31.450001,30.900000,31.299999,31.299999,90087652
2020-11-16,31.799999,32.250000,31.750000,32.200001,32.200001,183727124
2020-11-17,32.799999,33.000000,32.099998,32.150002,32.150002,161979400
2020-11-18,32.200001,32.450001,32.049999,32.349998,32.349998,81701925
2020-11-19,32.349998,32.400002,31.900000,32.099998,32.099998,77946276
2020-11-20,32.150002,33.200001,32.099998,33.049999,33.049999,221930743
2020-11-23,34.849998,36.349998,34.799999,36.349998,36.349998,209973695
2020-11-24,38.200001,39.700001,38.000000,38.150002,38.150002,588392148
2020-11-25,38.450001,39.099998,38.150002,38.450001,38.450001,266996255
2020-11-26,38.450001,39.500000,37.500000,39.500000,39.500000,260893735
2020-11-27,39.549999,39.799999,38.900002,39.150002,39.150002,190766940
2020-11-30,40.450001,42.799999,39.950001,40.500000,40.500000,415847278
2020-12-01,41.500000,41.900002,40.700001,41.549999,41.549999,191854318
2020-12-02,41.900002,42.150002,41.099998,41.450001,41.450001,167148541
2020-12-03,41.950001,44.950001,41.700001,43.299999,43.299999,420421467
2020-12-04,45.299999,47.599998,44.599998,47.599998,47.599998,492765081
2020-12-07,49.799999,51.599998,48.450001,50.000000,50.000000,533544921
2020-12-08,49.299999,51.700001,48.549999,50.900002,50.900002,382221022
2020-12-09,49.099998,50.200001,49.099998,49.900002,49.900002,320781530
2020-12-10,48.599998,48.900002,46.700001,47.299999,47.299999,460429521
2020-12-11,47.450001,48.349998,45.200001,46.099998,46.099998,389750744
2020-12-14,46.099998,46.849998,44.599998,46.150002,46.150002,233052166
2020-12-15,46.099998,46.549999,44.000000,44.000000,44.000000,275521558
2020-12-16,44.599998,46.099998,44.599998,44.900002,44.900002,250162268
2020-12-17,45.349998,46.400002,44.900002,46.049999,46.049999,189025002
2020-12-18,47.000000,47.400002,45.799999,45.849998,45.849998,230488908
2020-12-21,46.000000,47.750000,45.000000,47.450001,47.450001,251604121
2020-12-22,47.200001,48.250000,45.500000,45.700001,45.700001,222176257
2020-12-23,46.450001,46.849998,45.700001,46.099998,46.099998,135247241
2020-12-24,46.900002,47.049999,46.299999,46.549999,46.549999,97896558
2020-12-25,47.099998,47.450001,46.549999,46.750000,46.750000,97430572
2020-12-28,47.099998,48.849998,47.000000,48.599998,48.599998,221303442
2020-12-29,49.200001,49.450001,47.200001,47.400002,47.400002,250941757
2020-12-30,47.450001,48.349998,47.099998,48.299999,48.299999,153106350
2020-12-31,48.799999,48.849998,45.900002,47.150002,47.150002,302133547
2021-01-04,46.150002,46.500000,44.000000,45.549999,45.549999,403842303
2021-01-05,44.900002,46.349998,44.549999,46.349998,46.349998,202966468
2021-01-06,47.549999,47.750000,45.900002,46.950001,46.950001,301970846
2021-01-07,47.349998,47.599998,46.000000,46.200001,46.200001,165917770
2021-01-08,46.700001,48.349998,46.299999,47.849998,47.849998,338209260
2021-01-11,48.200001,50.099998,47.549999,50.000000,50.000000,443219386
2021-01-12,50.500000,51.900002,48.400002,48.450001,48.450001,491506206
2021-01-13,49.450001,50.299999,49.099998,50.000000,50.000000,262676340
2021-01-14,49.799999,50.900002,49.500000,49.900002,49.900002,199499035
2021-01-15,51.599998,51.799999,48.750000,48.750000,48.750000,330790962
2021-01-18,48.299999,49.849998,46.500000,49.650002,49.650002,190288745
2021-01-19,50.599998,53.900002,50.000000,53.000000,53.000000,549567983
2021-01-20,54.000000,54.900002,51.599998,52.099998,52.099998,519469908
2021-01-21,52.799999,54.700001,52.200001,54.000000,54.000000,348371621
2021-01-22,54.000000,57.200001,53.599998,56.500000,56.500000,421387831
2021-01-25,57.599998,58.599998,56.000000,57.200001,57.200001,318407166
2021-01-26,57.099998,57.599998,53.900002,54.799999,54.799999,322524662
2021-01-27,55.000000,56.200001,54.200001,54.799999,54.799999,227015913
2021-01-28,51.200001,53.299999,50.200001,51.200001,51.200001,451427781
2021-01-29,52.299999,52.599998,50.000000,50.000000,50.000000,271977993
2021-02-01,49.700001,51.599998,48.849998,50.799999,50.799999,242061925
2021-02-02,51.700001,53.000000,51.299999,52.599998,52.599998,241259166
2021-02-03,53.000000,53.599998,51.599998,52.000000,52.000000,171832168
2021-02-04,51.599998,52.400002,51.200001,51.900002,51.900002,95251895
2021-02-05,52.500000,53.000000,52.099998,52.900002,52.900002,144458981
2021-02-17,57.599998,58.000000,56.099998,57.599998,57.599998,354720349
2021-02-18,57.599998,59.400002,56.700001,58.200001,58.200001,287631020
2021-02-19,57.599998,58.400002,56.900002,57.200001,57.200001,190960607
2021-02-22,58.000000,58.299999,56.799999,56.799999,56.799999,182485679
2021-02-23,55.099998,56.200001,54.700001,55.799999,55.799999,206213878
2021-02-24,55.400002,56.700001,54.599998,54.700001,54.700001,176067024
2021-02-25,56.299999,56.500000,55.500000,55.700001,55.700001,112309052
2021-02-26,54.299999,55.200001,54.200001,54.200001,54.200001,175942036
2021-03-02,55.299999,55.599998,52.700001,52.700001,52.700001,163514600
2021-03-03,52.000000,52.700001,50.599998,51.900002,51.900002,280829307
2021-03-04,50.200001,50.799999,49.000000,49.049999,49.049999,383612376
2021-03-05,46.799999,48.200001,46.349998,47.049999,47.049999,347126156
2021-03-08,47.950001,48.099998,46.049999,46.099998,46.099998,209424946
2021-03-09,45.500000,46.700001,44.900002,46.349998,46.349998,264344665
2021-03-10,47.200001,47.349998,46.349998,46.549999,46.549999,191346284
2021-03-11,47.000000,49.099998,46.849998,48.650002,48.650002,240065733
2021-03-12,49.250000,50.099998,49.099998,49.099998,49.099998,182568161
2021-03-15,49.000000,49.049999,48.099998,48.150002,48.150002,101814598
2021-03-16,48.500000,49.150002,47.900002,48.299999,48.299999,111422575
2021-03-17,48.450001,48.500000,47.650002,48.000000,48.000000,113513587
2021-03-18,48.000000,48.450001,47.000000,47.049999,47.049999,159629688
2021-03-19,46.099998,46.549999,45.500000,46.049999,46.049999,185099020
2021-03-22,46.099998,48.299999,45.900002,48.200001,48.200001,175207196
2021-03-23,48.950001,49.650002,48.500000,48.500000,48.500000,175421526
2021-03-24,47.849998,48.049999,47.150002,47.150002,47.150002,117428779
2021-03-25,47.000000,48.750000,46.750000,48.650002,48.650002,161223209
2021-03-26,49.750000,50.000000,49.349998,49.750000,49.750000,222415849
2021-03-29,50.599998,51.000000,49.299999,49.349998,49.349998,156745319
2021-03-30,49.549999,50.700001,48.799999,50.599998,50.599998,167739158
2021-03-31,50.099998,51.200001,49.799999,50.200001,50.200001,184149925
2021-04-01,51.000000,51.299999,50.299999,50.500000,50.500000,85652901
